project_id,site_id,datetime,duration,depth_m,Chla_ugl_mean
vera4cast,fcre,2018-12-15 00:00:00.000000Z,P1D,1.6,9.880763895833333
vera4cast,fcre,2018-12-16 00:00:00.000000Z,P1D,1.6,8.170774633802816
vera4cast,fcre,2018-12-17 00:00:00.000000Z,P1D,1.6,7.556190468253968
vera4cast,fcre,2018-12-18 00:00:00.000000Z,P1D,1.6,6.4468531468531465
vera4cast,fcre,2018-12-19 00:00:00.000000Z,P1D,1.6,6.531619732394367
vera4cast,fcre,2018-12-20 00:00:00.000000Z,P1D,1.6,7.49398606993007
vera4cast,fcre,2018-12-21 00:00:00.000000Z,P1D,1.6,7.834125874125874
vera4cast,fcre,2018-12-22 00:00:00.000000Z,P1D,1.6,7.063888902777777
vera4cast,fcre,2018-12-23 00:00:00.000000Z,P1D,1.6,6.754166659722222
vera4cast,fcre,2018-12-24 00:00:00.000000Z,P1D,1.6,6.339861145833333
vera4cast,fcre,2018-12-25 00:00:00.000000Z,P1D,1.6,7.657083319444444
vera4cast,fcre,2018-12-26 00:00:00.000000Z,P1D,1.6,7.286971845070423
vera4cast,fcre,2018-12-27 00:00:00.000000Z,P1D,1.6,8.429295788732395
vera4cast,fcre,2018-12-28 00:00:00.000000Z,P1D,1.6,9.953591577464788
vera4cast,fcre,2018-12-29 00:00:00.000000Z,P1D,1.6,9.465000041666666
vera4cast,fcre,2018-12-30 00:00:00.000000Z,P1D,1.6,9.614930569444445
vera4cast,fcre,2018-12-31 00:00:00.000000Z,P1D,1.6,10.618472236111112
vera4cast,fcre,2019-01-01 00:00:00.000000Z,P1D,1.6,9.553333333333333
vera4cast,fcre,2019-01-02 00:00:00.000000Z,P1D,1.6,9.74689393939394
vera4cast,fcre,2019-01-03 00:00:00.000000Z,P1D,1.6,8.947957767605633
vera4cast,fcre,2019-01-04 00:00:00.000000Z,P1D,1.6,11.257986097222222
vera4cast,fcre,2019-01-05 00:00:00.000000Z,P1D,1.6,10.613749979166666
vera4cast,fcre,2019-01-06 00:00:00.000000Z,P1D,1.6,9.568671307692307
vera4cast,fcre,2019-01-07 00:00:00.000000Z,P1D,1.6,8.462361111111111
vera4cast,fcre,2019-01-08 00:00:00.000000Z,P1D,1.6,7.202957753521127
vera4cast,fcre,2019-01-09 00:00:00.000000Z,P1D,1.6,7.020902770833334
vera4cast,fcre,2019-01-10 00:00:00.000000Z,P1D,1.6,7.482587426573427
vera4cast,fcre,2019-01-11 00:00:00.000000Z,P1D,1.6,6.770833319444445
vera4cast,fcre,2019-01-12 00:00:00.000000Z,P1D,1.6,7.490979034965035
vera4cast,fcre,2019-01-13 00:00:00.000000Z,P1D,1.6,8.60382975177305
vera4cast,fcre,2019-01-14 00:00:00.000000Z,P1D,1.6,8.978055541666667
vera4cast,fcre,2019-01-15 00:00:00.000000Z,P1D,1.6,8.400283716312057
vera4cast,fcre,2019-01-16 00:00:00.000000Z,P1D,1.6,7.491901401408451
vera4cast,fcre,2019-01-17 00:00:00.000000Z,P1D,1.6,8.402198609929078
vera4cast,fcre,2019-01-18 00:00:00.000000Z,P1D,1.6,8.221597229166667
vera4cast,fcre,2019-01-19 00:00:00.000000Z,P1D,1.6,9.585416680555555
vera4cast,fcre,2019-01-20 00:00:00.000000Z,P1D,1.6,9.186597201388889
vera4cast,fcre,2019-01-21 00:00:00.000000Z,P1D,1.6,7.954475517482518
vera4cast,fcre,2019-01-22 00:00:00.000000Z,P1D,1.6,7.540486104166667
vera4cast,fcre,2019-01-23 00:00:00.000000Z,P1D,1.6,9.1472916875
vera4cast,fcre,2019-01-24 00:00:00.000000Z,P1D,1.6,9.273591563380284
vera4cast,fcre,2019-01-25 00:00:00.000000Z,P1D,1.6,7.9236805625
vera4cast,fcre,2019-01-26 00:00:00.000000Z,P1D,1.6,7.863611104166667
vera4cast,fcre,2019-01-27 00:00:00.000000Z,P1D,1.6,8.73006990909091
vera4cast,fcre,2019-01-28 00:00:00.000000Z,P1D,1.6,8.905174832167832
vera4cast,fcre,2019-01-29 00:00:00.000000Z,P1D,1.6,10.075486118055556
vera4cast,fcre,2019-01-30 00:00:00.000000Z,P1D,1.6,9.905069409722222
vera4cast,fcre,2019-01-31 00:00:00.000000Z,P1D,1.6,8.790857135714285
vera4cast,fcre,2019-02-01 00:00:00.000000Z,P1D,1.6,8.883566447552447
vera4cast,fcre,2019-02-02 00:00:00.000000Z,P1D,1.6,9.778111902097905
vera4cast,fcre,2019-02-03 00:00:00.000000Z,P1D,1.6,8.004405587412588
vera4cast,fcre,2019-02-04 00:00:00.000000Z,P1D,1.6,8.504027770833334
vera4cast,fcre,2019-02-05 00:00:00.000000Z,P1D,1.6,8.142152784722223
vera4cast,fcre,2019-02-06 00:00:00.000000Z,P1D,1.6,8.458811202797202
vera4cast,fcre,2019-02-07 00:00:00.000000Z,P1D,1.6,8.979305555555555
vera4cast,fcre,2019-02-08 00:00:00.000000Z,P1D,1.6,8.037021283687944
vera4cast,fcre,2019-02-09 00:00:00.000000Z,P1D,1.6,7.695704246478873
vera4cast,fcre,2019-02-10 00:00:00.000000Z,P1D,1.6,8.352587440559441
vera4cast,fcre,2019-02-11 00:00:00.000000Z,P1D,1.6,8.934097263888889
vera4cast,fcre,2019-02-12 00:00:00.000000Z,P1D,1.6,9.24374998611111
vera4cast,fcre,2019-02-13 00:00:00.000000Z,P1D,1.6,7.533356622377623
vera4cast,fcre,2019-02-14 00:00:00.000000Z,P1D,1.6,7.7474999930555555
vera4cast,fcre,2019-02-15 00:00:00.000000Z,P1D,1.6,8.32260561971831
vera4cast,fcre,2019-02-16 00:00:00.000000Z,P1D,1.6,7.425763895833334
vera4cast,fcre,2019-02-17 00:00:00.000000Z,P1D,1.6,7.934647908450704
vera4cast,fcre,2019-02-18 00:00:00.000000Z,P1D,1.6,7.820833333333334
vera4cast,fcre,2019-02-19 00:00:00.000000Z,P1D,1.6,7.049580433566433
vera4cast,fcre,2019-02-20 00:00:00.000000Z,P1D,1.6,9.030069444444443
vera4cast,fcre,2019-02-21 00:00:00.000000Z,P1D,1.6,7.888741293706293
vera4cast,fcre,2019-02-22 00:00:00.000000Z,P1D,1.6,8.02972220138889
vera4cast,fcre,2019-02-23 00:00:00.000000Z,P1D,1.6,10.460985929577465
vera4cast,fcre,2019-02-24 00:00:00.000000Z,P1D,1.6,9.43398602097902
vera4cast,fcre,2019-02-25 00:00:00.000000Z,P1D,1.6,7.573541673611111
vera4cast,fcre,2019-02-26 00:00:00.000000Z,P1D,1.6,9.341666645833334
vera4cast,fcre,2019-02-27 00:00:00.000000Z,P1D,1.6,8.602777756944445
vera4cast,fcre,2019-02-28 00:00:00.000000Z,P1D,1.6,9.17041958041958
vera4cast,fcre,2019-03-01 00:00:00.000000Z,P1D,1.6,2.519930555555556
vera4cast,fcre,2019-03-02 00:00:00.000000Z,P1D,1.6,0.4572027972027972
vera4cast,fcre,2019-03-03 00:00:00.000000Z,P1D,1.6,0.4729166666666666
vera4cast,fcre,2019-03-04 00:00:00.000000Z,P1D,1.6,0.4838461538461538
vera4cast,fcre,2019-03-05 00:00:00.000000Z,P1D,1.6,0.4188194444444444
vera4cast,fcre,2019-03-06 00:00:00.000000Z,P1D,1.6,0.4565277777777777
vera4cast,fcre,2019-03-07 00:00:00.000000Z,P1D,1.6,0.4359027777777777
vera4cast,fcre,2019-03-08 00:00:00.000000Z,P1D,1.6,0.469375
vera4cast,fcre,2019-03-09 00:00:00.000000Z,P1D,1.6,0.4888811188811189
vera4cast,fcre,2019-03-10 00:00:00.000000Z,P1D,1.6,0.6011805555555556
vera4cast,fcre,2019-03-11 00:00:00.000000Z,P1D,1.6,0.7430985915492958
vera4cast,fcre,2019-03-12 00:00:00.000000Z,P1D,1.6,0.904055944055944
vera4cast,fcre,2019-03-13 00:00:00.000000Z,P1D,1.6,0.8752777777777778
vera4cast,fcre,2019-03-14 00:00:00.000000Z,P1D,1.6,1.0466901408450704
vera4cast,fcre,2019-03-15 00:00:00.000000Z,P1D,1.6,1.7215972222222222
vera4cast,fcre,2019-03-16 00:00:00.000000Z,P1D,1.6,2.158671328671329
vera4cast,fcre,2019-03-17 00:00:00.000000Z,P1D,1.6,2.626736111111111
vera4cast,fcre,2019-03-18 00:00:00.000000Z,P1D,1.6,3.1798611111111112
vera4cast,fcre,2019-03-19 00:00:00.000000Z,P1D,1.6,3.496083916083916
vera4cast,fcre,2019-03-20 00:00:00.000000Z,P1D,1.6,3.611666666666667
vera4cast,fcre,2019-03-21 00:00:00.000000Z,P1D,1.6,2.6479020979020977
vera4cast,fcre,2019-03-22 00:00:00.000000Z,P1D,1.6,3.015902777777778
vera4cast,fcre,2019-03-23 00:00:00.000000Z,P1D,1.6,3.0016666666666665
vera4cast,fcre,2019-03-24 00:00:00.000000Z,P1D,1.6,3.3140845070422533
vera4cast,fcre,2019-03-25 00:00:00.000000Z,P1D,1.6,3.808732394366197
vera4cast,fcre,2019-03-26 00:00:00.000000Z,P1D,1.6,3.9835664335664336
vera4cast,fcre,2019-03-27 00:00:00.000000Z,P1D,1.6,4.16958041958042
vera4cast,fcre,2019-03-28 00:00:00.000000Z,P1D,1.6,3.8632394366197182
vera4cast,fcre,2019-03-29 00:00:00.000000Z,P1D,1.6,3.550909090909091
vera4cast,fcre,2019-03-30 00:00:00.000000Z,P1D,1.6,3.4677083333333334
vera4cast,fcre,2019-03-31 00:00:00.000000Z,P1D,1.6,3.4464084507042254
vera4cast,fcre,2019-04-01 00:00:00.000000Z,P1D,1.6,3.62274647887324
vera4cast,fcre,2019-04-02 00:00:00.000000Z,P1D,1.6,3.342027972027972
vera4cast,fcre,2019-04-03 00:00:00.000000Z,P1D,1.6,3.61387323943662
vera4cast,fcre,2019-04-04 00:00:00.000000Z,P1D,1.6,2.9674125874125874
vera4cast,fcre,2019-04-05 00:00:00.000000Z,P1D,1.6,3.0141843971631204
vera4cast,fcre,2019-04-06 00:00:00.000000Z,P1D,1.6,2.754236111111111
vera4cast,fcre,2019-04-07 00:00:00.000000Z,P1D,1.6,3.3241666666666667
vera4cast,fcre,2019-04-08 00:00:00.000000Z,P1D,1.6,2.4447183098591547
vera4cast,fcre,2019-04-09 00:00:00.000000Z,P1D,1.6,2.2594444444444446
vera4cast,fcre,2019-04-10 00:00:00.000000Z,P1D,1.6,2.546153846153846
vera4cast,fcre,2019-04-11 00:00:00.000000Z,P1D,1.6,3.139020979020979
vera4cast,fcre,2019-04-12 00:00:00.000000Z,P1D,1.6,4.360774647887324
vera4cast,fcre,2019-04-13 00:00:00.000000Z,P1D,1.6,4.97013986013986
vera4cast,fcre,2019-04-14 00:00:00.000000Z,P1D,1.6,6.50534725
vera4cast,fcre,2019-04-15 00:00:00.000000Z,P1D,1.6,6.476713272727273
vera4cast,fcre,2019-04-16 00:00:00.000000Z,P1D,1.6,6.8577083125
vera4cast,fcre,2019-04-17 00:00:00.000000Z,P1D,1.6,6.641597229166667
vera4cast,fcre,2019-04-18 00:00:00.000000Z,P1D,1.6,6.586153818181818
vera4cast,fcre,2019-04-19 00:00:00.000000Z,P1D,1.6,7.69607145
vera4cast,fcre,2019-04-20 00:00:00.000000Z,P1D,1.6,8.4627778125
vera4cast,fcre,2019-04-21 00:00:00.000000Z,P1D,1.6,6.388368787234042
vera4cast,fcre,2019-04-22 00:00:00.000000Z,P1D,1.6,5.36943661971831
vera4cast,fcre,2019-04-23 00:00:00.000000Z,P1D,1.6,4.481538461538461
vera4cast,fcre,2019-04-24 00:00:00.000000Z,P1D,1.6,3.888541666666667
vera4cast,fcre,2019-04-25 00:00:00.000000Z,P1D,1.6,3.6642657342657343
vera4cast,fcre,2019-04-26 00:00:00.000000Z,P1D,1.6,3.549787234042553
vera4cast,fcre,2019-04-27 00:00:00.000000Z,P1D,1.6,2.712167832167832
vera4cast,fcre,2019-04-28 00:00:00.000000Z,P1D,1.6,1.794895104895105
vera4cast,fcre,2019-04-29 00:00:00.000000Z,P1D,1.6,1.838041958041958
vera4cast,fcre,2019-04-30 00:00:00.000000Z,P1D,1.6,1.7172027972027972
vera4cast,fcre,2019-05-01 00:00:00.000000Z,P1D,1.6,1.44013986013986
vera4cast,fcre,2019-05-02 00:00:00.000000Z,P1D,1.6,1.755281690140845
vera4cast,fcre,2019-05-03 00:00:00.000000Z,P1D,1.6,2.3163636363636364
vera4cast,fcre,2019-05-04 00:00:00.000000Z,P1D,1.6,2.765347222222222
vera4cast,fcre,2019-05-05 00:00:00.000000Z,P1D,1.6,3.028098591549296
vera4cast,fcre,2019-05-06 00:00:00.000000Z,P1D,1.6,2.803286713286713
vera4cast,fcre,2019-05-07 00:00:00.000000Z,P1D,1.6,3.3056944444444443
vera4cast,fcre,2019-05-08 00:00:00.000000Z,P1D,1.6,3.062027972027972
vera4cast,fcre,2019-05-09 00:00:00.000000Z,P1D,1.6,3.476338028169014
vera4cast,fcre,2019-05-10 00:00:00.000000Z,P1D,1.6,4.346875
vera4cast,fcre,2019-05-11 00:00:00.000000Z,P1D,1.6,4.647202797202797
vera4cast,fcre,2019-05-12 00:00:00.000000Z,P1D,1.6,6.056363643356644
vera4cast,fcre,2019-05-13 00:00:00.000000Z,P1D,1.6,5.2384615384615385
vera4cast,fcre,2019-05-14 00:00:00.000000Z,P1D,1.6,5.1806293706293705
vera4cast,fcre,2019-05-15 00:00:00.000000Z,P1D,1.6,4.750921985815602
vera4cast,fcre,2019-05-16 00:00:00.000000Z,P1D,1.6,3.966666666666667
vera4cast,fcre,2019-05-17 00:00:00.000000Z,P1D,1.6,3.681180555555556
vera4cast,fcre,2019-05-18 00:00:00.000000Z,P1D,1.6,3.312222222222222
vera4cast,fcre,2019-05-19 00:00:00.000000Z,P1D,1.6,2.92986013986014
vera4cast,fcre,2019-05-20 00:00:00.000000Z,P1D,1.6,3.10112676056338
vera4cast,fcre,2019-05-21 00:00:00.000000Z,P1D,1.6,3.166736111111111
vera4cast,fcre,2019-05-22 00:00:00.000000Z,P1D,1.6,2.9588732394366195
vera4cast,fcre,2019-05-23 00:00:00.000000Z,P1D,1.6,2.9055555555555554
vera4cast,fcre,2019-05-24 00:00:00.000000Z,P1D,1.6,3.641258741258741
vera4cast,fcre,2019-05-25 00:00:00.000000Z,P1D,1.6,3.608611111111111
vera4cast,fcre,2019-05-26 00:00:00.000000Z,P1D,1.6,3.0215384615384617
vera4cast,fcre,2019-05-27 00:00:00.000000Z,P1D,1.6,2.8427083333333334
vera4cast,fcre,2019-05-28 00:00:00.000000Z,P1D,1.6,2.743125
vera4cast,fcre,2019-05-29 00:00:00.000000Z,P1D,1.6,2.6665972222222223
vera4cast,fcre,2019-05-30 00:00:00.000000Z,P1D,1.6,2.752937062937063
vera4cast,fcre,2019-05-31 00:00:00.000000Z,P1D,1.6,2.6305555555555555
vera4cast,fcre,2019-06-01 00:00:00.000000Z,P1D,1.6,2.565347222222222
vera4cast,fcre,2019-06-02 00:00:00.000000Z,P1D,1.6,2.885804195804196
vera4cast,fcre,2019-06-03 00:00:00.000000Z,P1D,1.6,2.692887323943662
vera4cast,fcre,2019-06-04 00:00:00.000000Z,P1D,1.6,3.0861111111111112
vera4cast,fcre,2019-06-05 00:00:00.000000Z,P1D,1.6,3.357234042553192
vera4cast,fcre,2019-06-06 00:00:00.000000Z,P1D,1.6,3.7772916666666654
vera4cast,fcre,2019-06-07 00:00:00.000000Z,P1D,1.6,3.9755244755244754
vera4cast,fcre,2019-06-08 00:00:00.000000Z,P1D,1.6,3.350909090909091
vera4cast,fcre,2019-06-09 00:00:00.000000Z,P1D,1.6,3.703194444444444
vera4cast,fcre,2019-06-10 00:00:00.000000Z,P1D,1.6,3.200928571428572
vera4cast,fcre,2019-06-11 00:00:00.000000Z,P1D,1.6,2.803169014084507
vera4cast,fcre,2019-06-12 00:00:00.000000Z,P1D,1.6,3.4444444444444446
vera4cast,fcre,2019-06-13 00:00:00.000000Z,P1D,1.6,3.652361111111111
vera4cast,fcre,2019-06-14 00:00:00.000000Z,P1D,1.6,3.1126573426573425
vera4cast,fcre,2019-06-15 00:00:00.000000Z,P1D,1.6,3.0962937062937064
vera4cast,fcre,2019-06-16 00:00:00.000000Z,P1D,1.6,2.994195804195804
vera4cast,fcre,2019-06-17 00:00:00.000000Z,P1D,1.6,3.526690654676259
vera4cast,fcre,2019-06-18 00:00:00.000000Z,P1D,1.6,3.580979020979021
vera4cast,fcre,2019-06-19 00:00:00.000000Z,P1D,1.6,3.9260416666666655
vera4cast,fcre,2019-06-20 00:00:00.000000Z,P1D,1.6,5.562708333333333
vera4cast,fcre,2019-06-21 00:00:00.000000Z,P1D,1.6,5.125277784722222
vera4cast,fcre,2019-06-22 00:00:00.000000Z,P1D,1.6,4.614195804195804
vera4cast,fcre,2019-06-23 00:00:00.000000Z,P1D,1.6,5.158194444444445
vera4cast,fcre,2019-06-24 00:00:00.000000Z,P1D,1.6,4.045664335664336
vera4cast,fcre,2019-06-25 00:00:00.000000Z,P1D,1.6,4.458028169014084
vera4cast,fcre,2019-06-26 00:00:00.000000Z,P1D,1.6,4.121048951048951
vera4cast,fcre,2019-06-27 00:00:00.000000Z,P1D,1.6,3.6929861111111113
vera4cast,fcre,2019-06-28 00:00:00.000000Z,P1D,1.6,4.30965034965035
vera4cast,fcre,2019-06-29 00:00:00.000000Z,P1D,1.6,4.475104895104895
vera4cast,fcre,2019-06-30 00:00:00.000000Z,P1D,1.6,5.620972222222222
vera4cast,fcre,2019-07-01 00:00:00.000000Z,P1D,1.6,7.4325694375
